title,date,quote_text,status,url
Semana 1: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"7 de setembro de 2018, 15h30",Cortaram [o governo Temer] o Bolsa Família. — programa eleitoral do PT em 6 de setembro de 2018,INSUSTENTÁVEL,https://aosfatos.org/noticias/semana-1-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 1: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"7 de setembro de 2018, 15h30","A ONU já decidiu que Lula pode ser candidato. Mesmo assim, o registro foi negado. — programa eleitoral PT em 4 de setembro de 2018",INSUSTENTÁVEL,https://aosfatos.org/noticias/semana-1-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 1: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"7 de setembro de 2018, 15h30",Nunca tive um processo na vida. — programa eleitoral de Henrique Meirelles (MDB) em 4 de setembro de 2018,INSUSTENTÁVEL,https://aosfatos.org/noticias/semana-1-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 1: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"7 de setembro de 2018, 15h30","Brasil, 2002. Os brasileiros sofrendo com uma grave crise econômica. — programa eleitoral de Henrique Meirelles (MDB) em 4 de setembro de 2018",INSUSTENTÁVEL,https://aosfatos.org/noticias/semana-1-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 1: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"7 de setembro de 2018, 15h30",Eu pedi o impeachment da Dilma. — programa eleitoral de Alvaro Dias (Podemos) em 4 de setembro de 2018,INSUSTENTÁVEL,https://aosfatos.org/noticias/semana-1-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 1: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"7 de setembro de 2018, 15h30",Eu pedi a cassação do Temer. — programa eleitoral de Alvaro Dias (Podemos) em 4 de setembro de 2018,INSUSTENTÁVEL,https://aosfatos.org/noticias/semana-1-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 1: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"7 de setembro de 2018, 15h30",A dívida média de cada um [com nome no SPC] é de R$ 4.200. — programa eleitoral de Ciro Gomes (PDT) em 4 de setembro de 2018,INSUSTENTÁVEL,https://aosfatos.org/noticias/semana-1-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
"Em anúncio de candidatura, Haddad diz que Brasil voltou ao Mapa da Fome — o que não é verdade","12 de setembro de 2018, 20h30",Bastaram dois anos para que o Brasil voltasse ao Mapa da Fome.,FALSO,https://aosfatos.org/noticias/em-anuncio-de-candidatura-haddad-diz-que-brasil-voltou-ao-mapa-da-fome-o-que-nao-e-verdade/
"Em anúncio de candidatura, Haddad diz que Brasil voltou ao Mapa da Fome — o que não é verdade","12 de setembro de 2018, 20h30",[Bastaram dois anos para o] aumento da mortalidade infantil.,FALSO,https://aosfatos.org/noticias/em-anuncio-de-candidatura-haddad-diz-que-brasil-voltou-ao-mapa-da-fome-o-que-nao-e-verdade/
"Em anúncio de candidatura, Haddad diz que Brasil voltou ao Mapa da Fome — o que não é verdade","12 de setembro de 2018, 20h30",[Bastaram dois anos para o] aumento da mortalidade materna.,FALSO,https://aosfatos.org/noticias/em-anuncio-de-candidatura-haddad-diz-que-brasil-voltou-ao-mapa-da-fome-o-que-nao-e-verdade/
"Em anúncio de candidatura, Haddad diz que Brasil voltou ao Mapa da Fome — o que não é verdade","12 de setembro de 2018, 20h30",Foram 20 milhões de empregos em 12 anos...,FALSO,https://aosfatos.org/noticias/em-anuncio-de-candidatura-haddad-diz-que-brasil-voltou-ao-mapa-da-fome-o-que-nao-e-verdade/
"Em anúncio de candidatura, Haddad diz que Brasil voltou ao Mapa da Fome — o que não é verdade","12 de setembro de 2018, 20h30",[Será que foi por Lula ter] Duplicado as vagas públicas nas universidades federais...,FALSO,https://aosfatos.org/noticias/em-anuncio-de-candidatura-haddad-diz-que-brasil-voltou-ao-mapa-da-fome-o-que-nao-e-verdade/
"Em vídeo gravado no hospital, Bolsonaro acusa PT com informações erradas","18 de setembro de 2018, 12h30","O Haddad já disse isso (...) no mesmo minuto da posse, ele assina o indulto de Lula e no momento seguinte o nomeia Chefe da Casa Civil.",FALSO,https://aosfatos.org/noticias/em-video-gravado-no-hospital-bolsonaro-ataca-pt-com-informacoes-erradas/
"Em vídeo gravado no hospital, Bolsonaro acusa PT com informações erradas","18 de setembro de 2018, 12h30","Não podemos esquecer que em 2014, Dilma (...), em Quito, entre outras medidas, decidiu criar uma Unidade Técnica Eleitoral Sul-Americana. O PT descobriu o caminho para o poder: o voto eletrônico.",FALSO,https://aosfatos.org/noticias/em-video-gravado-no-hospital-bolsonaro-ataca-pt-com-informacoes-erradas/
"Em vídeo gravado no hospital, Bolsonaro acusa PT com informações erradas","18 de setembro de 2018, 12h30","O PT surgiu em 80, no período do que chamam ditadura militar.",FALSO,https://aosfatos.org/noticias/em-video-gravado-no-hospital-bolsonaro-ataca-pt-com-informacoes-erradas/
"Em vídeo gravado no hospital, Bolsonaro acusa PT com informações erradas","18 de setembro de 2018, 12h30",A frase de maior força da argumentação de Rachel Dodge [na ação contra o voto impresso] era a de que a impressão do voto comprometia a segurança das eleições.,FALSO,https://aosfatos.org/noticias/em-video-gravado-no-hospital-bolsonaro-ataca-pt-com-informacoes-erradas/
"No Jornal da Globo, Marina infla seu desempenho como ministra na redução do desmatamento","22 de setembro de 2018, 12h00",[Reduzi] o desmatamento em 80%.,EXAGERADO,https://aosfatos.org/noticias/no-jornal-da-globo-marina-infla-seu-desempenho-como-ministra-na-reducao-do-desmatamento/
"No Jornal da Globo, Marina infla seu desempenho como ministra na redução do desmatamento","22 de setembro de 2018, 12h00",Só consegui colocar 725 pessoas na cadeia porque tinha um bom processo com a Polícia Federal e o Ibama.,EXAGERADO,https://aosfatos.org/noticias/no-jornal-da-globo-marina-infla-seu-desempenho-como-ministra-na-reducao-do-desmatamento/
"No Jornal da Globo, Marina infla seu desempenho como ministra na redução do desmatamento","22 de setembro de 2018, 12h00","[PT, MDB e PSDB] Eles têm quase R$ 0,5 bilhão para fazer suas campanhas, eu tenho apenas R$ 10 milhões para fazer a campanha de deputado, senador, presidente da República e governador.",EXAGERADO,https://aosfatos.org/noticias/no-jornal-da-globo-marina-infla-seu-desempenho-como-ministra-na-reducao-do-desmatamento/
"No Jornal da Globo, Marina infla seu desempenho como ministra na redução do desmatamento","22 de setembro de 2018, 12h00","Hoje, na prática, já existe uma idade mínima. As pessoas pobres (...) já se aposentam aos 65 anos.",EXAGERADO,https://aosfatos.org/noticias/no-jornal-da-globo-marina-infla-seu-desempenho-como-ministra-na-reducao-do-desmatamento/
"No Jornal da Globo, Marina infla seu desempenho como ministra na redução do desmatamento","22 de setembro de 2018, 12h00",[Dobrei] as reservas extrativistas.,EXAGERADO,https://aosfatos.org/noticias/no-jornal-da-globo-marina-infla-seu-desempenho-como-ministra-na-reducao-do-desmatamento/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56","Entre todos os candidatos, somente Geraldo Alckmin (...) apresentou propostas para combater a criminalidade que assola o país.",FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56",De 2002 até agora 3 milhões e 700 mil empregos foram gerados por Geraldo e seu partido em São Paulo.,FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56","[Jair Bolsonaro] que, em quase 30 anos de Congresso, nunca presidiu uma comissão.",FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56",Ciro Gomes é ficha limpa.,FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56","Você quer seu filho cursando o ensino médio na pública e, ao mesmo tempo, aprendendo uma profissão? Passando o dia na escola fazendo três refeições e com estágio em empresa pago pelo governo? Isso já existe no Ceará.",FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56",[O Prouni] que já beneficiou mais de dois milhões de estudantes de baixa renda,FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56",Criamos 20 milhões de emprego com carteira assinada.,FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56",Criamos 10 milhões de empregos.,FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
Semana 3: os erros e acertos dos presidenciáveis na propaganda eleitoral da TV,"24 de setembro de 2018, 16h56",Foi governador do Paraná com mais de 90% de aprovação.,FALSO,https://aosfatos.org/noticias/semana-3-os-erros-e-acertos-dos-presidenciaveis-na-propaganda-eleitoral-da-tv/
O que é fato nas declarações de Haddad na primeira semana após o primeiro turno,"12 de outubro de 2018, 12h40","Só 8% dos crimes de morte no Brasil chegam a uma conclusão. — Fernando Haddad, em sua ",INSUSTENTÁVEL,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-haddad-na-primeira-semana-apos-o-primeiro-turno/
O que é fato nas declarações de Haddad na primeira semana após o primeiro turno,"12 de outubro de 2018, 12h40","O congelamento de gastos impõe severos prejuízos à população. — Fernando Haddad, em seu ",INSUSTENTÁVEL,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-haddad-na-primeira-semana-apos-o-primeiro-turno/
O que é fato nas declarações de Haddad na primeira semana após o primeiro turno,"12 de outubro de 2018, 12h40","O Brasil é um dos países que mais utiliza agrotóxicos no mundo. — Fernando Haddad, em sua ",INSUSTENTÁVEL,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-haddad-na-primeira-semana-apos-o-primeiro-turno/
O que é fato nas declarações de Haddad na primeira semana após o primeiro turno,"12 de outubro de 2018, 12h40","Meu adversário [Jair Bolsonaro] defende torturador até hoje. — Fernando Haddad, em seu ",INSUSTENTÁVEL,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-haddad-na-primeira-semana-apos-o-primeiro-turno/
O que é fato nas declarações de Haddad na primeira semana após o primeiro turno,"12 de outubro de 2018, 12h40","Na última pesquisa, 69% dos cidadãos brasileiros se declararam plenamente a favor da democracia como melhor regime de governo. — Fernando Haddad, em ",INSUSTENTÁVEL,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-haddad-na-primeira-semana-apos-o-primeiro-turno/
O que é fato nas declarações de Haddad na última semana,"22 de outubro de 2018, 22h35","Hoje, das 100 melhores escolas públicas do país, 82 estão no Ceará. — Fernando Haddad, em seu ",IMPRECISO,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-fernando-haddad-na-ultima-semana/
O que é fato nas declarações de Haddad na última semana,"22 de outubro de 2018, 22h35","O que nos separa da vitória são oito ou nove pontos para afastar esse fantasma. — Fernando Haddad, em seu ",IMPRECISO,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-fernando-haddad-na-ultima-semana/
O que é fato nas declarações de Haddad na última semana,"22 de outubro de 2018, 22h35","Só 8% dos homicídios levam alguém pra cadeia. — Fernando Haddad, em entrevista ao ",IMPRECISO,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-fernando-haddad-na-ultima-semana/
O que é fato nas declarações de Haddad na última semana,"22 de outubro de 2018, 22h35","O Estado do Rio de Janeiro é o Estado que mais hospitais [universitários] federais tem. — Fernando Haddad, em ",IMPRECISO,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-fernando-haddad-na-ultima-semana/
O que é fato nas declarações de Haddad na última semana,"22 de outubro de 2018, 22h35","Criamos 20 milhões de empregos em 12 anos. — Fernando Haddad, em uma entrevista ao ",IMPRECISO,https://aosfatos.org/noticias/o-que-e-fato-nas-declaracoes-de-fernando-haddad-na-ultima-semana/
Fato e ficção nas declarações de Bolsonaro na última semana de campanha,"27 de outubro de 2018, 02h10","O Aloizio Mercadante, ministro da Educação, mobilizou estados e municípios para que fosse incluído no plano estadual ou no plano municipal a ideologia de gênero. — Jair Bolsonaro (PSL), em ",FALSO,https://aosfatos.org/noticias/fato-e-ficcao-nas-declaracoes-de-bolsonaro-na-ultima-semana-de-campanha/
Fato e ficção nas declarações de Bolsonaro na última semana de campanha,"27 de outubro de 2018, 02h10","Há um complô espalhando fake news descaradas e descontextualizadas [a respeito de declaração sobre salário feminino] contra mim. — Jair Bolsonaro (PSL), no ",FALSO,https://aosfatos.org/noticias/fato-e-ficcao-nas-declaracoes-de-bolsonaro-na-ultima-semana-de-campanha/
Fato e ficção nas declarações de Bolsonaro na última semana de campanha,"27 de outubro de 2018, 02h10","Quando essa proposta chegou, eu estava no Piauí, a proposta do Temer que era a do Meirelles também. Rapidamente, eu vi a expectativa de vida no atlas que eu tenho do IBGE, 69 anos. Então é justo para quem mora no Piauí partir na aposentadoria na beira da morte? — Jair Bolsonaro (PSL) em ",FALSO,https://aosfatos.org/noticias/fato-e-ficcao-nas-declaracoes-de-bolsonaro-na-ultima-semana-de-campanha/
Fato e ficção nas declarações de Bolsonaro na última semana de campanha,"27 de outubro de 2018, 02h10","A agricultura familiar é responsável por cerca de 70% da produção do que é consumido no Brasil além de garantir a própria alimentação e renda da família. — Jair Bolsonaro (PSL), no ",FALSO,https://aosfatos.org/noticias/fato-e-ficcao-nas-declaracoes-de-bolsonaro-na-ultima-semana-de-campanha/
Fato e ficção nas declarações de Bolsonaro na última semana de campanha,"27 de outubro de 2018, 02h10","Somente em 2017, mais de 800 milhões de toneladas de cargas foram movimentadas nos 37 portos brasileiros. — Jair Bolsonaro (PSL), no ",FALSO,https://aosfatos.org/noticias/fato-e-ficcao-nas-declaracoes-de-bolsonaro-na-ultima-semana-de-campanha/
"Mourão diz que legalizar droga não reduz crime, mas dados são inconclusivos","14 de novembro de 2018, 16h38",Onde foram liberadas [as drogas] os problemas continuam acontecendo.,INSUSTENTÁVEL,https://aosfatos.org/noticias/mourao-diz-que-legalizar-droga-nao-reduz-crime-mas-dados-sao-inconclusivos/
"Mourão diz que legalizar droga não reduz crime, mas dados são inconclusivos","14 de novembro de 2018, 16h38","Desde o presidente Castelo Branco, (...) ele afastou os militares que entraram na política dos quartéis. Antes disso, os militares participavam da política e, se perdesse o cargo, ele voltava para os quartéis.",INSUSTENTÁVEL,https://aosfatos.org/noticias/mourao-diz-que-legalizar-droga-nao-reduz-crime-mas-dados-sao-inconclusivos/
Os erros e acertos de Michel Temer no G-20,"30 de novembro de 2018, 20h26","[Só neste ano] ultrapassam 1,5 milhão de postos de trabalho [criados].",EXAGERADO,https://aosfatos.org/noticias/os-erros-e-acertos-de-michel-temer-no-g-20/
Os erros e acertos de Michel Temer no G-20,"30 de novembro de 2018, 20h26","Só neste ano, já chegou a quase 800 mil carteiras assinadas.",EXAGERADO,https://aosfatos.org/noticias/os-erros-e-acertos-de-michel-temer-no-g-20/
Os erros e acertos de Michel Temer no G-20,"30 de novembro de 2018, 20h26","Portanto, uma recuperação da economia e recuperação do trabalho, em função da modernização trabalhista.",EXAGERADO,https://aosfatos.org/noticias/os-erros-e-acertos-de-michel-temer-no-g-20/
Checamos o que Flávio Bolsonaro disse sobre segurança pública em entrevista à GloboNews,"6 de dezembro de 2018, 14h39","Hoje muitas condenações de crimes, que são crimes violentos, por terem uma pena mínima muito baixa, acabam sendo transformados em punições de prestações de serviços, por exemplo.",INSUSTENTÁVEL,https://aosfatos.org/noticias/checamos-o-que-flavio-bolsonaro-disse-sobre-seguranca-publica-em-entrevista-globonews/
Checamos o que Flávio Bolsonaro disse sobre segurança pública em entrevista à GloboNews,"6 de dezembro de 2018, 14h39",Qualquer lugar do mundo onde a segurança pública deu certo começou se combatendo a impunidade nos crimes de menor potencial ofensivo.,INSUSTENTÁVEL,https://aosfatos.org/noticias/checamos-o-que-flavio-bolsonaro-disse-sobre-seguranca-publica-em-entrevista-globonews/
Checamos o que Flávio Bolsonaro disse sobre segurança pública em entrevista à GloboNews,"6 de dezembro de 2018, 14h39","A própria população, quando perguntada sobre a credibilidade das instituições, as Forças Armadas estão sempre no topo.",INSUSTENTÁVEL,https://aosfatos.org/noticias/checamos-o-que-flavio-bolsonaro-disse-sobre-seguranca-publica-em-entrevista-globonews/
"Na TV, Flávio Bolsonaro alega perseguição com informações falsas","21 de janeiro de 2019, 20h05","Ninguém dá atenção para os outros casos de parlamentares com assessores que movimentaram R$ 49 milhões. — Flávio Bolsonaro (PSL-RJ), em ",FALSO,https://aosfatos.org/noticias/na-tv-flavio-bolsonaro-alega-perseguicao-com-informacoes-falsas/
"Na TV, Flávio Bolsonaro alega perseguição com informações falsas","21 de janeiro de 2019, 20h05","Esse imóvel foi vendido. O meu patrimônio agora é um apartamento na Barra e uma sala comercial. — Flávio Bolsonaro (PSL-RJ), em ",FALSO,https://aosfatos.org/noticias/na-tv-flavio-bolsonaro-alega-perseguicao-com-informacoes-falsas/
"Na TV, Flávio Bolsonaro alega perseguição com informações falsas","21 de janeiro de 2019, 20h05","Não pedi foro privilegiado no STF. — Flávio Bolsonaro (PSL-RJ), em ",FALSO,https://aosfatos.org/noticias/na-tv-flavio-bolsonaro-alega-perseguicao-com-informacoes-falsas/
"Na TV, Flávio Bolsonaro alega perseguição com informações falsas","21 de janeiro de 2019, 20h05","Em alguns períodos, no meu gabinete, cargos ficaram vagos. — Flávio Bolsonaro (PSL-RJ), em ",FALSO,https://aosfatos.org/noticias/na-tv-flavio-bolsonaro-alega-perseguicao-com-informacoes-falsas/
"Divulgado pelo Planalto, vídeo sobre golpe de 1964 traz série de distorções históricas","1 de abril de 2019, 20h40",Era sim um tempo de medo e ameaças. Ameaça daquilo que os comunistas faziam onde era imposto sem exceção: prendiam e matavam seus próprios compatriotas.,FALSO,https://aosfatos.org/noticias/divulgado-pelo-planalto-video-sobre-golpe-traz-serie-de-distorcoes-historicas/
"Divulgado pelo Planalto, vídeo sobre golpe de 1964 traz série de distorções históricas","1 de abril de 2019, 20h40","Foi aí que conclamado (...) principalmente, pelo povo na rua, povo de verdade, pais, mães, igreja, que o Brasil lembrou que possuía um Exército Nacional e apelou a ele.",FALSO,https://aosfatos.org/noticias/divulgado-pelo-planalto-video-sobre-golpe-traz-serie-de-distorcoes-historicas/
"Divulgado pelo Planalto, vídeo sobre golpe de 1964 traz série de distorções históricas","1 de abril de 2019, 20h40","Foi aí que conclamado por jornais, rádios, TVs (...) que o Brasil lembrou que possuía um Exército Nacional e apelou a ele.",FALSO,https://aosfatos.org/noticias/divulgado-pelo-planalto-video-sobre-golpe-traz-serie-de-distorcoes-historicas/
"Divulgado pelo Planalto, vídeo sobre golpe de 1964 traz série de distorções históricas","1 de abril de 2019, 20h40","Havia, sim, (...) greve nas fábricas.",FALSO,https://aosfatos.org/noticias/divulgado-pelo-planalto-video-sobre-golpe-traz-serie-de-distorcoes-historicas/
O que é fato no que disse o ministro da Educação em audiência na Câmara,"17 de maio de 2019, 11h00","E nós estamos muito abaixo em todos os indicadores de desempenho [em educação] do que os nossos vizinhos, o Chile, o Uruguai.",EXAGERADO,https://aosfatos.org/noticias/o-que-e-fato-no-que-disse-o-ministro-da-educacao-em-audiencia-na-camara/
O que é fato no que disse o ministro da Educação em audiência na Câmara,"17 de maio de 2019, 11h00",País rico não gasta 7% do PIB como o Brasil gasta [em educação pública]. A gente já gasta mais do que a média dos países ricos. A gente já gasta mais do que os países da América Latina.,EXAGERADO,https://aosfatos.org/noticias/o-que-e-fato-no-que-disse-o-ministro-da-educacao-em-audiencia-na-camara/
O que é fato no que disse o ministro da Educação em audiência na Câmara,"17 de maio de 2019, 11h00",O número de escolas em tempo integral tem caído no Brasil,EXAGERADO,https://aosfatos.org/noticias/o-que-e-fato-no-que-disse-o-ministro-da-educacao-em-audiencia-na-camara/
O que é fato no que disse o ministro da Educação em audiência na Câmara,"17 de maio de 2019, 11h00",Três em cada quatro jovens estão na universidade privada,EXAGERADO,https://aosfatos.org/noticias/o-que-e-fato-no-que-disse-o-ministro-da-educacao-em-audiencia-na-camara/
O que é fato no que disse o ministro da Educação em audiência na Câmara,"17 de maio de 2019, 11h00",A gente tem uma desistência de mais ou menos 50% [entre alunos de universidades federais].,EXAGERADO,https://aosfatos.org/noticias/o-que-e-fato-no-que-disse-o-ministro-da-educacao-em-audiencia-na-camara/
